,Code5,Level1,Level2,Level3,Level4,Level5,Drug,ATC_5,ATC_4,ATC_3,ATC_2,ATC_1,covid
2970,N05CA02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",amobarbital,amobarbital,N05CA,N05C,N05,N0,N,Yes
2971,N05CA03,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",butobarbital,butobarbital,N05CA,N05C,N05,N0,N,Yes
2972,N05CA04,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",barbital,barbital,N05CA,N05C,N05,N0,N,Yes
2973,N05CA05,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",aprobarbital,aprobarbital,N05CA,N05C,N05,N0,N,Yes
2974,N05CA06,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",secobarbital,secobarbital,N05CA,N05C,N05,N0,N,Yes
2975,N05CA07,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",talbutal,talbutal,N05CA,N05C,N05,N0,N,Yes
2976,N05CA08,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",vinylbital,vinylbital,N05CA,N05C,N05,N0,N,Yes
2977,N05CA09,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",vinbarbital,vinbarbital,N05CA,N05C,N05,N0,N,Yes
2978,N05CA10,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",cyclobarbital,cyclobarbital,N05CA,N05C,N05,N0,N,Yes
2979,N05CA11,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",heptabarbital,heptabarbital,N05CA,N05C,N05,N0,N,Yes
2980,N05CA12,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",reposal,reposal,N05CA,N05C,N05,N0,N,Yes
2981,N05CA20,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",etallobarbital,etallobarbital,N05CA,N05C,N05,N0,N,Yes
2982,N05CA21,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",allobarbital,allobarbital,N05CA,N05C,N05,N0,N,Yes
2983,N05CA22,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",proxibarbal,proxibarbal,N05CA,N05C,N05,N0,N,Yes
2984,N05CB01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, combinations",combinations of barbiturates,combinations of barbiturates,N05CB,N05C,N05,N0,N,No
2985,N05CB02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, combinations",barbiturates in combination with other drugs,barbiturates in combination with other drugs,N05CB,N05C,N05,N0,N,No
2986,N05CC01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Aldehydes and derivatives,chloral hydrate,chloral hydrate,N05CC,N05C,N05,N0,N,Yes
2987,N05CC02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Aldehydes and derivatives,chloralodol,chloralodol,N05CC,N05C,N05,N0,N,Yes
2988,N05CC03,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Aldehydes and derivatives,acetylglycinamide chloral hydrate,acetylglycinamide chloral hydrate,N05CC,N05C,N05,N0,N,Yes
2989,N05CC04,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Aldehydes and derivatives,dichloralphenazone,dichloralphenazone,N05CC,N05C,N05,N0,N,Yes
2990,N05CC05,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Aldehydes and derivatives,paraldehyde,paraldehyde,N05CC,N05C,N05,N0,N,Yes
2991,N05CD01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,flurazepam,flurazepam,N05CD,N05C,N05,N0,N,Yes
2992,N05CD02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,nitrazepam,nitrazepam,N05CD,N05C,N05,N0,N,Yes
2993,N05CD03,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,flunitrazepam,flunitrazepam,N05CD,N05C,N05,N0,N,Yes
2994,N05CD04,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,estazolam,estazolam,N05CD,N05C,N05,N0,N,Yes
2995,N05CD05,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,triazolam,triazolam,N05CD,N05C,N05,N0,N,Yes
2996,N05CD06,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,lormetazepam,lormetazepam,N05CD,N05C,N05,N0,N,Yes
2997,N05CD07,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,temazepam,temazepam,N05CD,N05C,N05,N0,N,Yes
2998,N05CD08,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,midazolam,midazolam,N05CD,N05C,N05,N0,N,Yes
2999,N05CD09,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,brotizolam,brotizolam,N05CD,N05C,N05,N0,N,Yes
3000,N05CD10,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,quazepam,quazepam,N05CD,N05C,N05,N0,N,Yes
3001,N05CD11,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,loprazolam,loprazolam,N05CD,N05C,N05,N0,N,Yes
3002,N05CD12,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,doxefazepam,doxefazepam,N05CD,N05C,N05,N0,N,Yes
3003,N05CD13,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,cinolazepam,cinolazepam,N05CD,N05C,N05,N0,N,Yes
3004,N05CE01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Piperidinedione derivatives,glutethimide,glutethimide,N05CE,N05C,N05,N0,N,Yes
3005,N05CE02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Piperidinedione derivatives,methyprylon,methyprylon,N05CE,N05C,N05,N0,N,Yes
3006,N05CE03,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Piperidinedione derivatives,pyrithyldione,pyrithyldione,N05CE,N05C,N05,N0,N,Yes
3007,N05CF01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine related drugs,zopiclone,zopiclone,N05CF,N05C,N05,N0,N,No
3008,N05CF02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine related drugs,zolpidem,zolpidem,N05CF,N05C,N05,N0,N,No
3009,N05CF03,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine related drugs,zaleplon,zaleplon,N05CF,N05C,N05,N0,N,No
3010,N05CF04,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine related drugs,eszopiclone,eszopiclone,N05CF,N05C,N05,N0,N,No
3011,N05CH01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Melatonin receptor agonists,melatonin,melatonin,N05CH,N05C,N05,N0,N,Yes
3012,N05CH02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Melatonin receptor agonists,ramelteon,ramelteon,N05CH,N05C,N05,N0,N,Yes
3013,N05CM01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,methaqualone,methaqualone,N05CM,N05C,N05,N0,N,Yes
3014,N05CM02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,clomethiazole,clomethiazole,N05CM,N05C,N05,N0,N,Yes
3015,N05CM03,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,bromisoval,bromisoval,N05CM,N05C,N05,N0,N,Yes
3016,N05CM04,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,carbromal,carbromal,N05CM,N05C,N05,N0,N,Yes
3017,N05CM06,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,propiomazine,propiomazine,N05CM,N05C,N05,N0,N,Yes
3018,N05CM07,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,triclofos,triclofos,N05CM,N05C,N05,N0,N,Yes
3019,N05CM08,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,ethchlorvynol,ethchlorvynol,N05CM,N05C,N05,N0,N,Yes
3020,N05CM09,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,Valerianae radix,Valerianae radix,N05CM,N05C,N05,N0,N,Yes
3021,N05CM10,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,hexapropymate,hexapropymate,N05CM,N05C,N05,N0,N,Yes
3022,N05CM11,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,bromides,bromides,N05CM,N05C,N05,N0,N,Yes
3023,N05CM12,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,apronal,apronal,N05CM,N05C,N05,N0,N,Yes
3024,N05CM13,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,valnoctamide,valnoctamide,N05CM,N05C,N05,N0,N,Yes
3025,N05CM15,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,methylpentynol,methylpentynol,N05CM,N05C,N05,N0,N,Yes
3026,N05CM16,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,niaprazine,niaprazine,N05CM,N05C,N05,N0,N,Yes
3027,N05CM18,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Other hypnotics and sedatives,dexmedetomidine,dexmedetomidine,N05CM,N05C,N05,N0,N,Yes
3028,N05CX02,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Hypnotics and sedatives in combination, excl. barbiturates","methaqualone, combinations","methaqualone, combinations",N05CX,N05C,N05,N0,N,No
3029,N05CX03,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Hypnotics and sedatives in combination, excl. barbiturates","methylpentynol, combinations","methylpentynol, combinations",N05CX,N05C,N05,N0,N,No
3030,N05CX04,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Hypnotics and sedatives in combination, excl. barbiturates","clomethiazole, combinations","clomethiazole, combinations",N05CX,N05C,N05,N0,N,No
3031,N05CX05,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Hypnotics and sedatives in combination, excl. barbiturates","emepronium, combinations","emepronium, combinations",N05CX,N05C,N05,N0,N,No
3032,N05CX06,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Hypnotics and sedatives in combination, excl. barbiturates","dipiperonylaminoethanol, combinations","dipiperonylaminoethanol, combinations",N05CX,N05C,N05,N0,N,No
3033,N06AA01,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,desipramine,desipramine,N06AA,N06A,N06,N0,N,No
3034,N06AA02,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,imipramine,imipramine,N06AA,N06A,N06,N0,N,No
3035,N06AA03,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,imipramine oxide,imipramine oxide,N06AA,N06A,N06,N0,N,No
3036,N06AA04,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,clomipramine,clomipramine,N06AA,N06A,N06,N0,N,No
3037,N06AA05,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,opipramol,opipramol,N06AA,N06A,N06,N0,N,No
3038,N06AA06,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,trimipramine,trimipramine,N06AA,N06A,N06,N0,N,No
3039,N06AA07,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,lofepramine,lofepramine,N06AA,N06A,N06,N0,N,No
3040,N06AA08,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,dibenzepin,dibenzepin,N06AA,N06A,N06,N0,N,No
3041,N06AA09,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,amitriptyline,amitriptyline,N06AA,N06A,N06,N0,N,No
3042,N06AA10,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,nortriptyline,nortriptyline,N06AA,N06A,N06,N0,N,No
3043,N06AA11,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,protriptyline,protriptyline,N06AA,N06A,N06,N0,N,No
3044,N06AA12,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,doxepin,doxepin,N06AA,N06A,N06,N0,N,No
3045,N06AA13,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,iprindole,iprindole,N06AA,N06A,N06,N0,N,No
3046,N06AA14,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,melitracen,melitracen,N06AA,N06A,N06,N0,N,No
3047,N06AA15,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,butriptyline,butriptyline,N06AA,N06A,N06,N0,N,No
3048,N06AA16,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,dosulepin,dosulepin,N06AA,N06A,N06,N0,N,No
3049,N06AA17,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,amoxapine,amoxapine,N06AA,N06A,N06,N0,N,No
3050,N06AA18,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,dimetacrine,dimetacrine,N06AA,N06A,N06,N0,N,No
3051,N06AA19,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,amineptine,amineptine,N06AA,N06A,N06,N0,N,No
3052,N06AA21,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,maprotiline,maprotiline,N06AA,N06A,N06,N0,N,No
3053,N06AA23,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors,quinupramine,quinupramine,N06AA,N06A,N06,N0,N,No
3054,N06AB02,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,zimeldine,zimeldine,N06AB,N06A,N06,N0,N,No
3055,N06AB03,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,fluoxetine,fluoxetine,N06AB,N06A,N06,N0,N,No
3056,N06AB04,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,citalopram,citalopram,N06AB,N06A,N06,N0,N,No
3057,N06AB05,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,paroxetine,paroxetine,N06AB,N06A,N06,N0,N,No
3058,N06AB06,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,sertraline,sertraline,N06AB,N06A,N06,N0,N,No
3059,N06AB07,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,alaproclate,alaproclate,N06AB,N06A,N06,N0,N,No
3060,N06AB08,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,fluvoxamine,fluvoxamine,N06AB,N06A,N06,N0,N,No
3061,N06AB09,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,etoperidone,etoperidone,N06AB,N06A,N06,N0,N,No
3062,N06AB10,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,escitalopram,escitalopram,N06AB,N06A,N06,N0,N,No
3063,N06AF01,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective",isocarboxazid,isocarboxazid,N06AF,N06A,N06,N0,N,No
3064,N06AF02,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective",nialamide,nialamide,N06AF,N06A,N06,N0,N,No
3065,N06AF03,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective",phenelzine,phenelzine,N06AF,N06A,N06,N0,N,No
3066,N06AF04,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective",tranylcypromine,tranylcypromine,N06AF,N06A,N06,N0,N,No
3067,N06AF05,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective",iproniazide,iproniazide,N06AF,N06A,N06,N0,N,No
3068,N06AF06,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective",iproclozide,iproclozide,N06AF,N06A,N06,N0,N,No
3069,N06AG02,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Monoamine oxidase A inhibitors,moclobemide,moclobemide,N06AG,N06A,N06,N0,N,No
3070,N06AG03,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Monoamine oxidase A inhibitors,toloxatone,toloxatone,N06AG,N06A,N06,N0,N,No
3071,N06AX01,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,oxitriptan,oxitriptan,N06AX,N06A,N06,N0,N,No
3072,N06AX02,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,tryptophan,tryptophan,N06AX,N06A,N06,N0,N,No
3073,N06AX03,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,mianserin,mianserin,N06AX,N06A,N06,N0,N,No
3074,N06AX04,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,nomifensine,nomifensine,N06AX,N06A,N06,N0,N,No
3075,N06AX05,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,trazodone,trazodone,N06AX,N06A,N06,N0,N,No
3076,N06AX06,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,nefazodone,nefazodone,N06AX,N06A,N06,N0,N,No
3077,N06AX07,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,minaprine,minaprine,N06AX,N06A,N06,N0,N,No
3078,N06AX08,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,bifemelane,bifemelane,N06AX,N06A,N06,N0,N,No
3079,N06AX09,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,viloxazine,viloxazine,N06AX,N06A,N06,N0,N,No
3080,N06AX10,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,oxaflozane,oxaflozane,N06AX,N06A,N06,N0,N,No
3081,N06AX11,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,mirtazapine,mirtazapine,N06AX,N06A,N06,N0,N,No
3082,N06AX12,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,bupropion,bupropion,N06AX,N06A,N06,N0,N,No
3083,N06AX13,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,medifoxamine,medifoxamine,N06AX,N06A,N06,N0,N,No
3084,N06AX14,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,tianeptine,tianeptine,N06AX,N06A,N06,N0,N,No
3085,N06AX15,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,pivagabine,pivagabine,N06AX,N06A,N06,N0,N,No
3086,N06AX16,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,venlafaxine,venlafaxine,N06AX,N06A,N06,N0,N,No
3087,N06AX17,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,milnacipran,milnacipran,N06AX,N06A,N06,N0,N,No
3088,N06AX18,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,reboxetine,reboxetine,N06AX,N06A,N06,N0,N,No
3089,N06AX19,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,gepirone,gepirone,N06AX,N06A,N06,N0,N,No
3090,N06AX21,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,duloxetine,duloxetine,N06AX,N06A,N06,N0,N,No
3091,N06AX22,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,agomelatine,agomelatine,N06AX,N06A,N06,N0,N,No
3092,N06AX23,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,desvenlafaxine,desvenlafaxine,N06AX,N06A,N06,N0,N,No
3093,N06AX24,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,vilazodone,vilazodone,N06AX,N06A,N06,N0,N,No
3094,N06AX25,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,Hyperici herba,Hyperici herba,N06AX,N06A,N06,N0,N,No
3095,N06AX26,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants,vortioxetine,vortioxetine,N06AX,N06A,N06,N0,N,No
3096,N06BA01,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,amfetamine,amfetamine,N06BA,N06B,N06,N0,N,No
3097,N06BA02,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,dexamfetamine,dexamfetamine,N06BA,N06B,N06,N0,N,No
3098,N06BA03,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,metamfetamine,metamfetamine,N06BA,N06B,N06,N0,N,No
3099,N06BA04,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,methylphenidate,methylphenidate,N06BA,N06B,N06,N0,N,No
3100,N06BA05,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,pemoline,pemoline,N06BA,N06B,N06,N0,N,No
3101,N06BA06,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,fencamfamin,fencamfamin,N06BA,N06B,N06,N0,N,No
3102,N06BA07,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,modafinil,modafinil,N06BA,N06B,N06,N0,N,No
3103,N06BA08,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,fenozolone,fenozolone,N06BA,N06B,N06,N0,N,No
3104,N06BA09,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,atomoxetine,atomoxetine,N06BA,N06B,N06,N0,N,No
3105,N06BA10,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,fenetylline,fenetylline,N06BA,N06B,N06,N0,N,No
3106,N06BA11,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,dexmethylphenidate,dexmethylphenidate,N06BA,N06B,N06,N0,N,No
3107,N06BA12,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,lisdexamfetamine,lisdexamfetamine,N06BA,N06B,N06,N0,N,No
